year,gwb_code,gm_naam,recs,a_woning,a_hh,p_leegsw,g_wozbag,p_koopw,p_huurw,p_wcorpw,p_ov_hw,ste_mvs,bev_dich,a_inw
2022,GM0376,Blaricum,Gemeente,5330,5167,5,730000,69,30,22,9,3,1116,12359
2022,GM0377,Bloemendaal,Gemeente,10181,9893,5,829000,71,29,18,11,3,597,23732
2022,GM0383,Castricum,Gemeente,16272,16026,3,405000,75,25,16,9,3,730,36263
2022,GM0384,Diemen,Gemeente,16069,16233,8,365000,39,61,24,37,1,2664,31822
2022,GM0385,Edam-Volendam,Gemeente,15565,15193,3,363000,77,23,17,6,3,671,36471
2022,GM0388,Enkhuizen,Gemeente,8871,8705,3,269000,61,39,28,11,3,1470,18620
2022,GM0392,Haarlem,Gemeente,77499,78489,4,417000,53,47,29,18,1,5577,162906
2022,GM0394,Haarlemmermeer,Gemeente,65840,67330,3,397000,67,33,23,11,2,808,159328
2022,GM0396,Heemskerk,Gemeente,17684,17439,3,339000,60,40,32,8,2,1437,39189
2022,GM0397,Heemstede,Gemeente,12821,12171,5,593000,65,34,21,13,2,3005,27557
2022,GM0399,Heiloo,Gemeente,11096,11001,3,417000,73,27,17,10,3,1305,24417
2022,GM0400,Den Helder,Gemeente,28401,27296,5,185000,54,46,37,9,2,1249,56334
2022,GM0402,Hilversum,Gemeente,43398,43396,5,397000,54,46,30,16,1,2013,91733
2022,GM0405,Hoorn,Gemeente,33983,33935,3,288000,60,39,29,10,2,3647,74298
2022,GM0406,Huizen,Gemeente,19080,18628,3,392000,58,41,33,9,2,2589,40938
2022,GM0415,Landsmeer,Gemeente,4901,4882,4,490000,67,33,26,7,3,515,11560
2022,GM0417,Laren,Gemeente,5445,5131,7,781000,68,31,17,15,3,929,11528
2022,GM0420,Medemblik,Gemeente,19387,19442,3,325000,70,30,23,7,4,375,45464
2022,GM0431,Oostzaan,Gemeente,4137,4096,3,411000,67,33,28,5,3,834,9639
2022,GM0432,Opmeer,Gemeente,5014,5188,3,319000,75,25,2,24,4,291,12074
2022,GM0437,Ouder-Amstel,Gemeente,6367,6434,4,507000,55,45,32,13,3,593,14212
2022,GM0439,Purmerend,Gemeente,42039,41463,3,329000,60,40,32,8,2,985,92240
2022,GM0441,Schagen,Gemeente,20837,20869,3,311000,69,30,22,9,4,279,46833
2022,GM0448,Texel,Gemeente,6936,6542,8,328000,66,34,22,12,5,84,13687
2022,GM0450,Uitgeest,Gemeente,5729,5692,3,363000,72,28,22,6,3,708,13563
2022,GM0451,Uithoorn,Gemeente,13514,13505,4,365000,60,40,31,9,3,1712,31018
2022,GM0453,Velsen,Gemeente,31670,31378,4,343000,56,44,36,8,2,1521,68482
2022,GM0457,Weesp,Gemeente,9526,9509,5,400000,56,44,32,12,2,914,20766
2022,GM0473,Zandvoort,Gemeente,9712,8615,15,418000,53,46,30,16,2,533,17107
2022,GM0479,Zaanstad,Gemeente,69914,70806,3,311000,54,46,37,9,2,2131,157166
2022,GM0482,Alblasserdam,Gemeente,8415,8274,3,274000,62,38,33,6,2,2290,20087
2022,GM0484,Alphen aan den Rijn,Gemeente,49398,49413,3,309000,63,37,26,11,2,897,112926
2022,GM0489,Barendrecht,Gemeente,19594,19497,3,367000,70,30,22,8,2,2488,48714
