year,gwb_code,gm_naam,recs,a_woning,a_hh,p_leegsw,g_wozbag,p_koopw,p_huurw,p_wcorpw,p_ov_hw,ste_mvs,bev_dich,a_inw
2023,GM0232,Epe,Gemeente,14844,14406,4,437000,65,35,27,8,4,213,33283
2023,GM0233,Ermelo,Gemeente,11647,11620,6,428000,62,38,24,13,4,321,27496
2023,GM0243,Harderwijk,Gemeente,21553,20999,5,381000,59,41,28,14,2,1256,48906
2023,GM0244,Hattem,Gemeente,5467,5271,3,398000,66,34,26,7,4,545,12563
2023,GM0246,Heerde,Gemeente,8195,8001,4,405000,69,31,24,7,4,245,19214
2023,GM0252,Heumen,Gemeente,7379,7414,2,396000,72,28,19,10,4,423,16824
2023,GM0262,Lochem,Gemeente,15446,15233,4,455000,71,29,18,11,4,161,34314
2023,GM0263,Maasdriel,Gemeente,10377,11276,4,405000,71,29,20,9,5,395,26020
2023,GM0267,Nijkerk,Gemeente,18072,18370,3,442000,70,30,23,7,3,649,44975
2023,GM0268,Nijmegen,Gemeente,84648,99481,4,361000,44,56,39,18,2,3456,182480
2023,GM0269,Oldebroek,Gemeente,9595,9555,4,362000,69,31,23,8,4,248,24264
2023,GM0273,Putten,Gemeente,10219,10078,5,489000,67,33,22,11,4,292,24904
2023,GM0274,Renkum,Gemeente,15102,14853,5,402000,63,37,21,16,4,685,31461
2023,GM0275,Rheden,Gemeente,21327,21185,4,345000,55,45,29,16,3,533,43570
2023,GM0277,Rozendaal,Gemeente,706,700,4,747000,89,10,7,4,4,63,1754
2023,GM0279,Scherpenzeel,Gemeente,4248,4213,4,387000,73,27,17,10,4,753,10386
2023,GM0281,Tiel,Gemeente,18534,19383,3,315000,56,44,34,9,3,1299,42604
2023,GM0285,Voorst,Gemeente,10938,10480,6,430000,67,33,23,10,4,205,25215
2023,GM0289,Wageningen,Gemeente,18560,23783,4,346000,42,58,40,18,2,1347,40960
2023,GM0293,Westervoort,Gemeente,6766,6817,1,309000,60,40,31,9,3,2155,15114
2023,GM0294,Winterswijk,Gemeente,13375,13070,4,288000,70,30,17,13,3,212,29253
2023,GM0296,Wijchen,Gemeente,18317,18136,2,355000,68,32,25,7,3,629,41537
2023,GM0297,Zaltbommel,Gemeente,12107,12612,3,363000,67,33,23,9,4,386,30349
2023,GM0299,Zevenaar,Gemeente,20679,20533,3,303000,64,36,28,8,3,486,45042
2023,GM0301,Zutphen,Gemeente,23381,22877,4,311000,56,44,30,14,2,1186,48510
2023,GM0302,Nunspeet,Gemeente,11458,11382,4,397000,65,34,23,12,4,223,28731
2023,GM0303,Dronten,Gemeente,18344,18767,4,337000,68,32,24,8,4,131,43593
2023,GM0307,Amersfoort,Gemeente,70722,71879,3,432000,58,42,29,13,2,2572,160759
2023,GM0308,Baarn,Gemeente,11790,11232,6,470000,62,38,25,13,2,769,25008
2023,GM0310,De Bilt,Gemeente,19884,19494,4,573000,61,39,27,12,3,663,43884
2023,GM0312,Bunnik,Gemeente,6764,6880,3,528000,73,26,16,10,4,434,16026
2023,GM0313,Bunschoten,Gemeente,8825,8757,4,419000,74,26,14,12,3,740,22500
2023,GM0317,Eemnes,Gemeente,4125,4093,3,517000,72,27,21,6,4,309,9598
2023,GM0321,Houten,Gemeente,21217,20964,3,499000,67,33,25,9,2,921,50581
2023,GM0327,Leusden,Gemeente,13637,13749,2,448000,71,29,21,9,3,538,31467
2023,GM0331,Lopik,Gemeente,5879,5839,4,443000,74,26,17,8,5,195,14704
2023,GM0335,Montfoort,Gemeente,5799,5776,3,425000,74,26,16,9,4,371,13929
2023,GM0339,Renswoude,Gemeente,2192,2278,4,499000,73,26,0,26,4,313,5747
2023,GM0340,Rhenen,Gemeente,8368,8437,3,410000,65,35,27,8,4,484,20329
2023,GM0342,Soest,Gemeente,21202,21034,3,427000,64,36,22,14,3,1026,47439
2023,GM0344,Utrecht,Gemeente,165400,187640,5,458000,44,56,31,25,1,3924,367947
2023,GM0345,Veenendaal,Gemeente,29268,29071,3,374000,60,40,31,9,2,3528,68525
2023,GM0351,Woudenberg,Gemeente,5601,5509,4,473000,71,29,20,9,3,393,14358
2023,GM0352,Wijk bij Duurstede,Gemeente,10353,10390,2,418000,71,29,23,7,3,504,23995
2023,GM0353,IJsselstein,Gemeente,14533,14432,3,401000,64,36,24,12,2,1594,33492
2023,GM0355,Zeist,Gemeente,30111,30312,5,512000,52,47,29,19,2,1374,66629
2023,GM0356,Nieuwegein,Gemeente,30456,30503,3,349000,58,42,30,12,2,2794,65426
2023,GM0358,Aalsmeer,Gemeente,13460,14199,4,494000,65,35,24,12,4,1645,33063
2023,GM0361,Alkmaar,Gemeente,53417,53822,3,341000,58,42,28,13,2,1014,111834
2023,GM0362,Amstelveen,Gemeente,42880,45149,5,527000,47,53,29,24,1,2297,94418
2023,GM0363,Amsterdam,Gemeente,474866,505705,6,516000,30,70,40,30,1,4880,918117
2023,GM0373,Bergen (NH.),Gemeente,15473,14196,10,547000,67,32,18,14,4,304,30138
2023,GM0375,Beverwijk,Gemeente,19906,19647,4,340000,54,46,36,10,1,2327,42711
2023,GM0376,Blaricum,Gemeente,5372,5230,5,840000,69,30,21,9,3,1128,12490
2023,GM0377,Bloemendaal,Gemeente,10262,9945,5,925000,71,29,18,11,3,602,23922
2023,GM0383,Castricum,Gemeente,16344,16043,3,476000,75,25,16,9,3,732,36345
2023,GM0384,Diemen,Gemeente,15959,16669,5,429000,39,61,23,38,1,2744,32785
2023,GM0385,Edam-Volendam,Gemeente,15678,15399,3,401000,77,23,17,6,3,677,36760
2023,GM0388,Enkhuizen,Gemeente,8927,8847,3,320000,61,39,28,11,3,1491,18885
2023,GM0392,Haarlem,Gemeente,78000,79630,4,479000,52,48,29,18,1,5662,165396
2023,GM0394,Haarlemmermeer,Gemeente,66659,68906,3,472000,67,33,23,11,2,823,162300
2023,GM0396,Heemskerk,Gemeente,17882,17605,3,402000,60,40,32,8,2,1446,39431
2023,GM0397,Heemstede,Gemeente,12863,12293,4,673000,65,34,21,13,2,3029,27778
2023,GM0399,Heiloo,Gemeente,11123,11013,3,505000,73,27,17,10,3,1300,24319
2023,GM0400,Den Helder,Gemeente,28518,27391,5,222000,55,45,36,9,2,1254,56539
2023,GM0402,Hilversum,Gemeente,43618,44331,5,451000,54,46,30,16,1,2046,93327
2023,GM0405,Hoorn,Gemeente,34330,34466,3,333000,60,40,30,10,2,3692,75216
2023,GM0406,Huizen,Gemeente,19128,18799,3,448000,58,41,32,9,2,2609,41252
2023,GM0415,Landsmeer,Gemeente,4915,4961,3,578000,66,34,26,7,3,522,11705
2023,GM0417,Laren,Gemeente,5475,5256,7,886000,68,32,17,15,3,944,11712
2023,GM0420,Medemblik,Gemeente,19454,19755,3,376000,70,30,23,7,4,380,46031
2023,GM0431,Oostzaan,Gemeente,4144,4130,3,474000,67,33,28,5,3,841,9720
2023,GM0432,Opmeer,Gemeente,5029,5288,2,369000,75,25,2,23,4,294,12180
2023,GM0437,Ouder-Amstel,Gemeente,6392,6466,4,558000,55,45,32,13,3,596,14276
2023,GM0439,Purmerend,Gemeente,42865,42651,3,382000,60,40,32,8,2,1004,93992
2023,GM0441,Schagen,Gemeente,21169,21245,4,348000,69,30,21,9,4,282,47450
2023,GM0448,Texel,Gemeente,6975,6793,9,371000,66,34,22,12,5,86,13979
2023,GM0450,Uitgeest,Gemeente,5692,5701,2,445000,73,27,21,6,3,703,13472
2023,GM0451,Uithoorn,Gemeente,13572,13747,3,427000,60,40,31,9,3,1735,31442
2023,GM0453,Velsen,Gemeente,31823,31642,4,389000,56,44,36,8,2,1528,68790
2023,GM0473,Zandvoort,Gemeente,9825,8857,14,466000,54,45,30,16,2,547,17542
2023,GM0479,Zaanstad,Gemeente,70210,72213,3,367000,54,46,37,9,2,2165,159618
2023,GM0482,Alblasserdam,Gemeente,8449,8484,3,324000,62,38,33,5,2,2320,20356
2023,GM0484,Alphen aan den Rijn,Gemeente,50031,50212,3,360000,64,36,25,11,2,907,114182
2023,GM0489,Barendrecht,Gemeente,19750,19707,2,420000,69,30,22,8,2,2493,48812
2023,GM0498,Drechterland,Gemeente,8602,8643,3,399000,74,26,20,6,4,346,20385
2023,GM0502,Capelle aan den IJssel,Gemeente,31488,31841,3,310000,54,46,35,12,2,4777,67552
2023,GM0503,Delft,Gemeente,52816,60515,5,322000,37,63,43,20,1,4681,106086
2023,GM0505,Dordrecht,Gemeente,56596,56730,5,295000,58,42,28,14,1,1566,121434
2023,GM0512,Gorinchem,Gemeente,17789,17408,5,312000,49,51,37,13,2,2055,38461
2023,GM0513,Gouda,Gemeente,34477,34942,3,323000,56,44,29,15,1,4565,75316
2023,GM0518,'s-Gravenhage,Gemeente,270220,281186,7,355000,41,58,30,28,1,6827,562839
2023,GM0523,Hardinxveld-Giessendam,Gemeente,7550,7342,4,334000,65,35,28,6,4,1108,18681
2023,GM0531,Hendrik-Ido-Ambacht,Gemeente,12725,12662,2,394000,72,28,23,6,2,3159,32183
2023,GM0532,Stede Broec,Gemeente,9438,9480,2,354000,70,30,25,5,3,1529,22138
2023,GM0534,Hillegom,Gemeente,10124,10174,3,402000,67,33,24,9,2,1747,22453
2023,GM0537,Katwijk,Gemeente,27444,27259,3,419000,65,35,27,8,2,2685,66607
2023,GM0542,Krimpen aan den IJssel,Gemeente,12572,12437,2,354000,60,40,36,4,2,3845,29504
2023,GM0546,Leiden,Gemeente,62598,70487,4,389000,41,59,32,26,1,5816,127089
2023,GM0547,Leiderdorp,Gemeente,12700,12585,3,412000,64,36,24,12,1,2406,27657
2023,GM0553,Lisse,Gemeente,10490,10607,2,405000,64,36,27,9,2,1490,23390
2023,GM0556,Maassluis,Gemeente,16055,15808,4,304000,54,46,40,6,2,4180,35303
2023,GM0569,Nieuwkoop,Gemeente,11824,12221,3,446000,72,27,21,7,4,375,29463
2023,GM0575,Noordwijk,Gemeente,20757,20606,8,488000,63,36,21,15,3,774,45179
2023,GM0579,Oegstgeest,Gemeente,11141,11115,3,562000,72,28,16,12,2,3530,25746
2023,GM0589,Oudewater,Gemeente,4393,4392,4,416000,70,30,22,9,4,263,10232
2023,GM0590,Papendrecht,Gemeente,14609,14330,3,330000,65,35,29,6,2,3428,32277
2023,GM0597,Ridderkerk,Gemeente,21589,21277,3,330000,57,43,38,5,2,2022,47477
2023,GM0599,Rotterdam,Gemeente,321282,337842,6,319000,34,66,44,22,1,3040,663900
2023,GM0603,Rijswijk,Gemeente,28137,27995,4,346000,49,50,32,18,1,4150,57997
2023,GM0606,Schiedam,Gemeente,38089,38365,6,288000,49,51,31,21,1,4528,80628
2023,GM0610,Sliedrecht,Gemeente,11213,10891,4,302000,58,42,34,8,2,2038,26184
2023,GM0613,Albrandswaard,Gemeente,10730,10610,3,430000,70,30,25,5,3,1217,26357
2023,GM0622,Vlaardingen,Gemeente,36315,35671,5,278000,47,53,42,12,1,3214,75079
2023,GM0626,Voorschoten,Gemeente,11572,11408,4,486000,64,36,22,14,2,2309,25665
2023,GM0627,Waddinxveen,Gemeente,13408,13416,3,373000,66,34,26,8,2,1175,32601
2023,GM0629,Wassenaar,Gemeente,12241,12008,7,730000,58,42,25,17,3,529,27093
2023,GM0632,Woerden,Gemeente,22769,22640,3,405000,66,34,22,12,3,601,53244
2023,GM0637,Zoetermeer,Gemeente,56991,56966,3,356000,55,45,35,10,1,3689,126998
2023,GM0638,Zoeterwoude,Gemeente,3944,3910,3,453000,72,28,16,12,4,446,9443
2023,GM0642,Zwijndrecht,Gemeente,20828,20515,4,301000,56,43,37,7,2,2217,45018
2023,GM0654,Borsele,Gemeente,10015,9803,4,295000,75,25,20,5,5,164,23159
2023,GM0664,Goes,Gemeente,19076,18522,5,302000,60,39,28,11,3,426,39433
2023,GM0668,West Maas en Waal,Gemeente,8507,8710,4,387000,72,28,20,8,5,263,20065
2023,GM0677,Hulst,Gemeente,13649,12836,6,277000,74,25,18,7,4,137,27596
2023,GM0678,Kapelle,Gemeente,5530,5502,4,331000,77,23,14,9,4,351,13051
2023,GM0687,Middelburg,Gemeente,24458,23928,5,259000,60,40,27,13,2,1033,49956
2023,GM0703,Reimerswaal,Gemeente,9352,9405,5,273000,70,29,21,7,4,229,23255
2023,GM0715,Terneuzen,Gemeente,27414,26330,6,235000,68,31,19,12,4,220,54993
2023,GM0716,Tholen,Gemeente,11263,11054,4,260000,72,28,21,6,5,183,26825
2023,GM0717,Veere,Gemeente,11066,9665,15,388000,79,20,10,10,5,166,22045
2023,GM0718,Vlissingen,Gemeente,23243,22903,6,230000,56,43,29,15,2,1314,45150
2023,GM0736,De Ronde Venen,Gemeente,18872,19748,4,515000,66,34,24,10,4,457,45572
2023,GM0737,Tytsjerksteradiel,Gemeente,14211,13828,4,280000,72,28,19,9,5,218,32408
2023,GM0743,Asten,Gemeente,7225,7407,3,402000,71,29,21,8,4,246,17242
2023,GM0744,Baarle-Nassau,Gemeente,2962,3140,6,393000,70,29,11,18,5,93,7071
2023,GM0748,Bergen op Zoom,Gemeente,31501,31259,5,304000,59,41,30,11,2,861,68864
2023,GM0753,Best,Gemeente,13337,13575,3,403000,71,29,20,9,3,912,30897
2023,GM0755,Boekel,Gemeente,4518,4444,4,397000,75,25,15,10,4,324,11163
2023,GM0757,Boxtel,Gemeente,14709,15075,4,373000,62,38,29,9,3,489,33748
2023,GM0758,Breda,Gemeente,86727,90356,3,381000,55,45,28,17,2,1483,186438
2023,GM0762,Deurne,Gemeente,14312,14259,3,387000,66,34,25,9,4,282,32977
2023,GM0765,Pekela,Gemeente,5787,5673,5,195000,64,36,25,12,4,253,12404
2023,GM0766,Dongen,Gemeente,11732,11955,3,342000,70,30,20,9,3,930,27200
2023,GM0770,Eersel,Gemeente,8662,8436,5,447000,74,26,16,10,4,243,20004
2023,GM0772,Eindhoven,Gemeente,118333,126791,4,360000,43,56,37,20,1,2769,243730
2023,GM0777,Etten-Leur,Gemeente,19766,19533,3,342000,64,36,27,9,2,806,44578
2023,GM0779,Geertruidenberg,Gemeente,10120,9828,4,329000,62,38,31,7,3,831,22099
2023,GM0784,Gilze en Rijen,Gemeente,11508,11323,4,343000,64,36,29,7,3,410,26815
2023,GM0785,Goirle,Gemeente,10561,10391,3,409000,71,29,24,5,3,563,24177
2023,GM0794,Helmond,Gemeente,42337,42870,3,311000,54,46,37,10,2,1785,94898
2023,GM0796,'s-Hertogenbosch,Gemeente,75246,76095,3,396000,52,48,33,14,2,1450,158753
2023,GM0797,Heusden,Gemeente,19761,19825,3,406000,68,32,26,7,3,581,45830
2023,GM0798,Hilvarenbeek,Gemeente,7030,6838,4,451000,75,25,14,10,4,168,15949
2023,GM0809,Loon op Zand,Gemeente,10516,10358,3,365000,65,35,23,12,3,477,23797
2023,GM0820,"Nuenen, Gerwen en Nederwetten",Gemeente,10672,10481,4,470000,75,25,15,9,3,714,24015
2023,GM0823,Oirschot,Gemeente,8260,8081,5,465000,75,24,13,12,4,189,19217
2023,GM0824,Oisterwijk,Gemeente,14337,14338,4,477000,68,31,20,11,4,411,32941
2023,GM0826,Oosterhout,Gemeente,25929,25991,3,353000,61,39,32,7,2,804,57425
2023,GM0828,Oss,Gemeente,41779,42608,3,345000,63,37,27,10,3,583,94437
2023,GM0840,Rucphen,Gemeente,10218,10287,4,352000,67,33,28,5,4,367,23636
2023,GM0845,Sint-Michielsgestel,Gemeente,12568,12506,4,460000,75,25,16,9,4,516,30135
2023,GM0847,Someren,Gemeente,8482,8511,3,391000,72,28,20,8,4,250,20061
2023,GM0848,Son en Breugel,Gemeente,7632,7614,3,459000,75,25,15,10,4,694,18010
2023,GM0851,Steenbergen,Gemeente,10679,11164,4,328000,70,30,22,8,4,168,24610
2023,GM0852,Waterland,Gemeente,7495,7802,4,457000,70,30,25,5,4,339,17609
2023,GM0855,Tilburg,Gemeente,105264,114119,3,313000,50,50,32,19,1,1809,227707
2023,GM0858,Valkenswaard,Gemeente,15081,14814,4,360000,60,40,29,11,2,574,31527
2023,GM0861,Veldhoven,Gemeente,20399,20687,3,441000,67,33,23,10,2,1465,46417
2023,GM0865,Vught,Gemeente,13952,13708,3,495000,65,35,25,11,3,535,32113
2023,GM0866,Waalre,Gemeente,8059,7879,3,491000,74,26,16,9,4,803,17980
2023,GM0867,Waalwijk,Gemeente,22580,22815,4,341000,60,40,31,9,3,774,49952
2023,GM0873,Woensdrecht,Gemeente,10020,9913,5,331000,72,27,18,9,4,242,22191
2023,GM0879,Zundert,Gemeente,9940,9933,7,408000,75,25,13,12,4,187,22518
2023,GM0880,Wormerland,Gemeente,7145,7360,3,414000,64,36,30,6,3,431,16612
2023,GM0882,Landgraaf,Gemeente,18139,17716,4,248000,63,36,28,9,3,1512,37175
2023,GM0888,Beek,Gemeente,7547,7568,3,292000,70,30,21,9,4,766,16132
2023,GM0889,Beesel,Gemeente,6095,6037,2,290000,67,33,27,6,4,482,13449
2023,GM0893,Bergen (L.),Gemeente,5836,5734,4,326000,71,29,23,6,5,127,13119
2023,GM0899,Brunssum,Gemeente,14512,13658,7,222000,61,39,28,10,2,1606,27682
2023,GM0907,Gennep,Gemeente,7705,7789,4,347000,66,34,24,10,4,373,17764
2023,GM0917,Heerlen,Gemeente,46474,45697,5,203000,47,53,36,17,2,1940,87122
2023,GM0928,Kerkrade,Gemeente,24167,23141,6,199000,52,47,32,15,2,2082,45620
2023,GM0935,Maastricht,Gemeente,64382,70726,7,301000,39,61,34,27,1,2200,122734
2023,GM0938,Meerssen,Gemeente,8684,8553,4,350000,72,28,19,8,4,696,18600
2023,GM0944,Mook en Middelaar,Gemeente,3679,3686,4,422000,75,25,16,9,5,463,8043
2023,GM0946,Nederweert,Gemeente,7656,7617,3,370000,71,29,19,10,4,175,17499
2023,GM0957,Roermond,Gemeente,29164,29076,5,288000,54,46,29,16,2,989,59981
2023,GM0965,Simpelveld,Gemeente,5215,4962,7,250000,63,37,25,12,4,649,10396
2023,GM0971,Stein,Gemeente,11823,11607,4,288000,72,28,22,6,4,1184,24772
2023,GM0981,Vaals,Gemeente,5862,5642,9,220000,44,54,27,27,3,427,10190
2023,GM0983,Venlo,Gemeente,48553,49298,4,285000,59,41,28,14,2,832,103328
2023,GM0984,Venray,Gemeente,19757,19966,3,315000,64,36,26,10,3,273,44628
2023,GM0986,Voerendaal,Gemeente,5846,5612,5,327000,70,29,21,9,4,394,12405
2023,GM0988,Weert,Gemeente,23596,23666,4,329000,65,34,23,11,3,488,50872
2023,GM0994,Valkenburg aan de Geul,Gemeente,8368,7990,7,317000,60,40,18,22,4,447,16423
2023,GM0995,Lelystad,Gemeente,35058,36786,3,326000,62,38,28,10,3,363,83033
2023,GM1507,Horst aan de Maas,Gemeente,18409,19075,3,324000,75,25,15,9,4,231,43641
2023,GM1509,Oude IJsselstreek,Gemeente,17651,17346,3,308000,66,34,24,9,4,291,39613
2023,GM1525,Teylingen,Gemeente,16657,16602,3,458000,66,34,21,13,3,1360,38510
2023,GM1581,Utrechtse Heuvelrug,Gemeente,22121,21947,6,493000,64,35,23,13,4,382,50429
2023,GM1586,Oost Gelre,Gemeente,13133,12579,3,289000,74,26,15,10,4,271,29846
2023,GM1598,Koggenland,Gemeente,9803,9789,3,377000,79,21,5,16,5,293,23509
2023,GM1621,Lansingerland,Gemeente,24865,25104,2,478000,74,26,18,8,3,1216,64754
2023,GM1640,Leudal,Gemeente,16312,16024,4,333000,77,23,13,10,5,222,36141
2023,GM1641,Maasgouw,Gemeente,11262,10883,4,314000,74,26,16,10,5,532,24305
2023,GM1652,Gemert-Bakel,Gemeente,12989,13444,3,385000,69,31,22,10,4,257,31383
2023,GM1655,Halderberge,Gemeente,13702,13476,3,339000,65,35,29,6,4,417,31041
2023,GM1658,Heeze-Leende,Gemeente,7095,7094,4,458000,77,23,14,8,4,160,16627
2023,GM1659,Laarbeek,Gemeente,9908,9837,3,394000,69,31,23,8,4,420,23260
2023,GM1667,Reusel-De Mierden,Gemeente,5742,5743,4,416000,77,23,13,10,4,174,13542
2023,GM1669,Roerdalen,Gemeente,9729,9485,4,306000,74,25,16,9,5,235,20702
2023,GM1674,Roosendaal,Gemeente,35904,35885,5,291000,62,38,27,11,2,729,77613
2023,GM1676,Schouwen-Duiveland,Gemeente,16888,15997,9,343000,68,32,24,8,5,151,34561
2023,GM1680,Aa en Hunze,Gemeente,11428,11327,4,342000,75,25,20,5,5,93,25724
2023,GM1681,Borger-Odoorn,Gemeente,11432,11462,4,297000,74,26,20,6,5,94,25919
2023,GM1690,De Wolden,Gemeente,10555,10377,4,377000,75,25,17,8,5,110,24602
2023,GM1695,Noord-Beveland,Gemeente,4736,3862,20,301000,73,24,13,10,5,91,7857
2023,GM1696,Wijdemeren,Gemeente,10851,10880,7,537000,70,30,19,11,4,519,24659
2023,GM1699,Noordenveld,Gemeente,14926,14238,6,349000,71,29,19,10,4,159,31591
2023,GM1700,Twenterand,Gemeente,14016,13434,5,326000,66,34,26,8,4,319,33867
2023,GM1701,Westerveld,Gemeente,8757,8892,5,374000,75,25,17,8,5,71,19860
2023,GM1705,Lingewaard,Gemeente,20320,20021,3,372000,73,27,19,8,4,762,47220
2023,GM1706,Cranendonck,Gemeente,9139,9029,3,355000,74,26,16,10,4,273,20851
2023,GM1708,Steenwijkerland,Gemeente,20469,20128,6,309000,65,34,25,9,4,157,45376
2023,GM1709,Moerdijk,Gemeente,16783,16718,3,335000,66,34,27,7,4,237,37711
2023,GM1711,Echt-Susteren,Gemeente,14911,14545,4,303000,70,29,18,11,4,310,31967
2023,GM1714,Sluis,Gemeente,13887,11366,21,303000,67,28,16,12,5,83,23243
2023,GM1719,Drimmelen,Gemeente,12182,12227,3,373000,72,28,23,5,4,295,27994
2023,GM1721,Bernheze,Gemeente,13107,13322,3,431000,71,29,19,10,4,360,32263
2023,GM1723,Alphen-Chaam,Gemeente,4517,4387,5,442000,75,25,13,12,5,113,10463
2023,GM1724,Bergeijk,Gemeente,8225,8196,4,432000,78,22,13,9,4,189,19092
2023,GM1728,Bladel,Gemeente,9121,9046,3,406000,74,26,14,12,4,279,21009
2023,GM1729,Gulpen-Wittem,Gemeente,6892,6641,8,329000,67,33,19,14,5,194,14210
2023,GM1730,Tynaarlo,Gemeente,14715,14630,3,392000,77,23,15,8,4,242,34592
2023,GM1731,Midden-Drenthe,Gemeente,14704,14861,4,299000,70,30,22,7,5,100,33987
2023,GM1734,Overbetuwe,Gemeente,20388,20343,3,382000,68,32,22,10,4,447,48707
