year,gwb_code,gm_naam,recs,a_woning,a_hh,p_leegsw,g_wozbag,p_koopw,p_huurw,p_wcorpw,p_ov_hw,ste_mvs,bev_dich,a_inw
2025,GM0599,Rotterdam,Gemeente,328408,342340,6,342000,35,65,43,22,1,3081,672960
2025,GM0603,Rijswijk (ZH.),Gemeente,29310,29579,4,358000,49,51,32,19,1,4344,60717
2025,GM0606,Schiedam,Gemeente,38420,39168,5,314000,50,50,31,20,1,4618,82232
2025,GM0610,Sliedrecht,Gemeente,11420,11117,4,340000,59,41,33,8,2,2071,26601
2025,GM0613,Albrandswaard,Gemeente,10797,10744,3,456000,70,30,25,5,3,1233,26707
2025,GM0622,Vlaardingen,Gemeente,37117,36592,5,303000,47,53,41,12,1,3307,77260
2025,GM0626,Voorschoten,Gemeente,11650,11518,3,528000,65,35,22,14,2,2331,25900
2025,GM0627,Waddinxveen,Gemeente,14206,14303,2,417000,66,34,25,9,2,1262,35031
2025,GM0629,Wassenaar,Gemeente,12461,12111,7,745000,58,42,25,16,3,538,27525
2025,GM0632,Woerden,Gemeente,23206,23111,3,435000,66,34,23,11,3,610,53976
2025,GM0637,Zoetermeer,Gemeente,58212,58350,3,375000,56,44,34,10,1,3772,129862
2025,GM0638,Zoeterwoude,Gemeente,4578,4379,7,487000,64,36,17,19,4,479,10141
2025,GM0642,Zwijndrecht,Gemeente,20758,20506,4,340000,58,42,36,6,2,2200,44669
2025,GM0654,Borsele,Gemeente,10120,9930,4,338000,75,25,20,5,5,163,23125
2025,GM0664,Goes,Gemeente,19353,18830,5,338000,61,39,28,11,3,434,40120
2025,GM0668,West Maas en Waal,Gemeente,8896,8956,4,435000,72,28,19,9,5,270,20594
2025,GM0677,Hulst,Gemeente,13719,12931,6,308000,74,25,18,7,4,136,27378
2025,GM0678,Kapelle,Gemeente,5546,5522,5,370000,77,23,14,8,4,350,13012
2025,GM0687,Middelburg (Z.),Gemeente,24858,24146,5,306000,61,39,26,13,2,1037,50152
2025,GM0703,Reimerswaal,Gemeente,9466,9547,5,309000,70,29,21,8,4,229,23335
2025,GM0715,Terneuzen,Gemeente,27865,26755,7,256000,68,30,18,13,4,222,55653
2025,GM0716,Tholen,Gemeente,11414,11195,4,301000,72,27,21,7,4,184,26942
2025,GM0717,Veere,Gemeente,11163,9754,15,445000,79,20,10,10,5,165,21945
2025,GM0718,Vlissingen,Gemeente,23995,23183,7,259000,57,43,28,15,2,1331,45755
2025,GM0736,De Ronde Venen,Gemeente,19070,20020,4,543000,67,33,24,10,4,461,45921
2025,GM0737,Tytsjerksteradiel,Gemeente,14377,14020,3,318000,72,28,19,9,4,221,32821
2025,GM0743,Asten,Gemeente,7436,7507,3,442000,71,29,21,8,3,248,17385
2025,GM0744,Baarle-Nassau,Gemeente,3086,3238,7,418000,70,30,12,19,5,95,7205
2025,GM0748,Bergen op Zoom,Gemeente,32056,32116,4,333000,60,40,29,11,2,878,70194
2025,GM0753,Best,Gemeente,13650,13948,2,464000,71,29,20,9,3,934,31652
2025,GM0755,Boekel,Gemeente,4671,4606,4,437000,74,26,15,10,4,332,11465
2025,GM0757,Boxtel,Gemeente,15042,15464,4,399000,63,37,28,9,3,496,34241
2025,GM0758,Breda,Gemeente,88201,92225,3,419000,55,45,28,16,2,1502,188779
2025,GM0762,Deurne,Gemeente,14500,14571,3,423000,67,33,24,9,4,286,33387
2025,GM0765,Pekela,Gemeente,5797,5751,5,213000,65,35,24,11,4,254,12459
2025,GM0766,Dongen,Gemeente,11988,12145,3,377000,70,30,21,10,3,941,27495
2025,GM0770,Eersel,Gemeente,8888,8735,5,477000,74,26,16,10,4,247,20389
2025,GM0772,Eindhoven,Gemeente,121191,130304,4,391000,44,56,36,20,1,2829,249035
2025,GM0777,Etten-Leur,Gemeente,20354,20185,3,377000,64,36,28,9,2,822,45457
2025,GM0779,Geertruidenberg,Gemeente,10147,9833,5,364000,62,38,31,6,3,825,21944
2025,GM0784,Gilze en Rijen,Gemeente,11801,11749,3,388000,65,35,28,7,3,436,28531
2025,GM0785,Goirle,Gemeente,10735,10632,3,442000,71,29,24,5,3,569,24468
2025,GM0794,Helmond,Gemeente,43549,43914,3,345000,54,46,36,10,2,1816,96551
2025,GM0796,'s-Hertogenbosch,Gemeente,76845,77843,3,417000,53,47,33,14,2,1475,161530
2025,GM0797,Heusden,Gemeente,20055,20283,3,442000,68,32,25,6,3,588,46365
2025,GM0798,Hilvarenbeek,Gemeente,7171,6927,5,481000,75,25,14,11,4,170,16149
2025,GM0809,Loon op Zand,Gemeente,10678,10592,3,405000,66,34,23,11,3,484,24151
2025,GM0820,"Nuenen, Gerwen en Nederwetten",Gemeente,10806,10715,3,513000,75,25,16,9,3,722,24290
2025,GM0823,Oirschot,Gemeente,8544,8271,5,504000,75,25,13,12,4,192,19536
2025,GM0824,Oisterwijk,Gemeente,14501,14597,4,515000,69,31,20,11,4,413,33108
2025,GM0826,Oosterhout,Gemeente,26528,26511,3,387000,61,39,32,7,2,817,58380
2025,GM0828,Oss,Gemeente,42395,43459,3,383000,63,37,27,10,3,588,95239
2025,GM0840,Rucphen,Gemeente,10307,10425,3,401000,67,33,28,5,4,373,23995
2025,GM0845,Sint-Michielsgestel,Gemeente,12684,12662,3,492000,75,25,16,9,4,517,30176
2025,GM0847,Someren,Gemeente,8585,8548,3,436000,73,27,20,7,4,252,20200
2025,GM0848,Son en Breugel,Gemeente,7652,7633,3,517000,75,25,15,10,4,699,18131
2025,GM0851,Steenbergen,Gemeente,10969,11183,4,362000,70,29,22,8,4,168,24567
2025,GM0852,Waterland,Gemeente,7510,7876,5,483000,70,30,25,5,4,338,17556
2025,GM0855,Tilburg,Gemeente,107237,115876,3,339000,50,50,31,19,1,1830,230357
2025,GM0858,Valkenswaard,Gemeente,15353,15092,4,419000,61,39,28,11,2,582,31955
2025,GM0861,Veldhoven,Gemeente,21138,21309,3,480000,67,33,24,10,2,1503,47601
2025,GM0865,Vught,Gemeente,14176,14162,3,568000,65,35,24,11,3,550,33010
2025,GM0866,Waalre,Gemeente,8116,7894,4,531000,74,26,17,9,4,800,17898
