year,gwb_code,gm_naam,recs,a_woning,a_hh,p_leegsw,g_wozbag,p_koopw,p_huurw,p_wcorpw,p_ov_hw,ste_mvs,bev_dich,a_inw
2020,GM0375,Beverwijk,Gemeente,19403,19072,4,239000,55,45,36,9,1,2262,41626
2020,GM0376,Blaricum,Gemeente,5075,4943,5,636000,69,30,21,9,3,1038,11538
2020,GM0377,Bloemendaal,Gemeente,10034,9765,5,735000,71,28,18,10,3,592,23571
2020,GM0383,Castricum,Gemeente,16056,15778,3,340000,75,25,16,9,3,724,35986
2020,GM0384,Diemen,Gemeente,15015,15640,7,307000,41,59,25,34,1,2566,30780
2020,GM0385,Edam-Volendam,Gemeente,15120,14854,3,306000,78,22,17,5,3,666,36197
2020,GM0388,Enkhuizen,Gemeente,8824,8622,3,224000,61,39,30,9,3,1466,18591
2020,GM0392,Haarlem,Gemeente,76436,78176,4,356000,53,47,30,17,1,5585,162912
2020,GM0394,Haarlemmermeer,Gemeente,64195,65727,3,334000,67,33,23,10,2,790,155992
2020,GM0396,Heemskerk,Gemeente,17578,17342,3,283000,60,40,32,8,2,1433,39182
2020,GM0397,Heemstede,Gemeente,12628,12019,5,519000,65,35,21,13,2,2968,27234
2020,GM0398,Heerhugowaard,Gemeente,23913,23770,2,251000,69,30,22,9,2,1507,57587
2020,GM0399,Heiloo,Gemeente,10775,10770,3,359000,73,27,18,10,3,1282,23968
2020,GM0400,Den Helder,Gemeente,28213,27069,5,161000,54,46,37,8,2,1244,56296
2020,GM0402,Hilversum,Gemeente,42676,42697,5,335000,54,46,30,16,1,1991,90831
2020,GM0405,Hoorn,Gemeente,33086,33162,3,234000,61,39,30,9,2,3595,73261
2020,GM0406,Huizen,Gemeente,18924,18470,3,330000,58,42,33,9,2,2611,41273
2020,GM0415,Landsmeer,Gemeente,4896,4855,5,443000,66,34,26,7,3,510,11491
2020,GM0416,Langedijk,Gemeente,11650,11727,3,293000,74,26,20,6,4,1179,28163
2020,GM0417,Laren,Gemeente,5400,4997,9,660000,67,33,17,16,3,909,11282
2020,GM0420,Medemblik,Gemeente,19100,19044,4,269000,69,30,24,7,4,371,45101
2020,GM0431,Oostzaan,Gemeente,4108,4084,3,356000,67,33,28,5,3,845,9735
2020,GM0432,Opmeer,Gemeente,4852,5018,3,271000,76,24,1,23,4,285,11836
2020,GM0437,Ouder-Amstel,Gemeente,6296,6314,5,434000,55,45,32,13,3,583,14026
2020,GM0439,Purmerend,Gemeente,36701,36654,3,261000,59,41,34,7,2,3509,81249
2020,GM0441,Schagen,Gemeente,20334,20548,3,264000,69,31,22,9,4,276,46483
2020,GM0448,Texel,Gemeente,6651,6414,7,287000,67,33,21,12,5,84,13575
2020,GM0450,Uitgeest,Gemeente,5713,5701,3,311000,72,28,22,6,3,713,13666
2020,GM0451,Uithoorn,Gemeente,12836,12792,4,311000,60,40,31,9,3,1625,29478
2020,GM0453,Velsen,Gemeente,31226,31058,3,289000,57,43,36,7,2,1519,68648
2020,GM0457,Weesp,Gemeente,9197,9174,4,348000,55,45,33,12,2,866,19738
2020,GM0473,Zandvoort,Gemeente,9708,8555,15,352000,52,46,30,16,2,533,17116
2020,GM0479,Zaanstad,Gemeente,68947,70358,3,256000,55,45,37,8,2,2123,156794
2020,GM0482,Alblasserdam,Gemeente,8353,8236,3,234000,61,39,33,6,2,2297,20165
2020,GM0484,Alphen aan den Rijn,Gemeente,48178,48720,3,264000,63,37,26,10,2,886,111897
2020,GM0489,Barendrecht,Gemeente,19416,19273,2,314000,70,30,22,8,2,2467,48714
2020,GM0498,Drechterland,Gemeente,8373,8201,3,283000,74,26,21,6,4,335,19719
2020,GM0501,Brielle,Gemeente,8029,7795,7,258000,66,34,23,11,4,627,17271
2020,GM0502,Capelle aan den IJssel,Gemeente,31270,31343,3,229000,54,46,36,10,2,4747,67122
2020,GM0503,Delft,Gemeente,50904,58852,4,241000,38,62,45,17,1,4573,103595
2020,GM0505,Dordrecht,Gemeente,55279,55014,5,207000,58,42,29,13,1,1519,119284
2020,GM0512,Gorinchem,Gemeente,17210,16666,5,225000,49,51,39,12,2,1966,37022
2020,GM0513,Gouda,Gemeente,33439,33475,3,221000,55,45,30,14,1,4449,73427
2020,GM0518,'s-Gravenhage,Gemeente,262492,268306,8,262000,42,57,31,26,1,6620,545838
2020,GM0523,Hardinxveld-Giessendam,Gemeente,7451,7110,5,254000,65,35,28,6,4,1082,18295
2020,GM0530,Hellevoetsluis,Gemeente,17967,18035,3,230000,66,34,30,4,2,977,40142
2020,GM0531,Hendrik-Ido-Ambacht,Gemeente,12314,12197,2,281000,71,29,23,5,2,2940,31202
2020,GM0532,Stede Broec,Gemeente,9199,9161,2,244000,70,30,25,5,3,1498,21726
2020,GM0534,Hillegom,Gemeente,9849,9904,3,292000,67,33,25,8,2,1725,22209
2020,GM0537,Katwijk,Gemeente,26869,26615,3,319000,65,35,28,7,2,2657,65753
2020,GM0542,Krimpen aan den IJssel,Gemeente,12636,12420,3,265000,59,41,36,5,2,3841,29526
2020,GM0546,Leiden,Gemeente,59832,68699,4,292000,43,57,33,24,1,5710,125099
2020,GM0547,Leiderdorp,Gemeente,12119,12124,2,305000,65,35,25,10,2,2337,27056
2020,GM0553,Lisse,Gemeente,10330,10227,3,303000,64,36,27,9,2,1463,22955
2020,GM0556,Maassluis,Gemeente,15186,14982,4,224000,53,47,41,6,2,3918,33213
2020,GM0569,Nieuwkoop,Gemeente,11498,11808,3,324000,72,28,21,7,4,369,28811
2020,GM0575,Noordwijk,Gemeente,19930,19680,8,361000,63,37,21,15,3,745,43508
2020,GM0579,Oegstgeest,Gemeente,10862,10773,4,434000,71,28,16,12,2,3399,24840
2020,GM0589,Oudewater,Gemeente,4372,4265,5,324000,69,31,23,8,4,263,10230
2020,GM0590,Papendrecht,Gemeente,14397,14076,3,237000,65,35,29,6,2,3414,32136
2020,GM0597,Ridderkerk,Gemeente,20960,20803,2,235000,57,43,39,4,2,1948,46189
2020,GM0599,Rotterdam,Gemeente,315561,328283,6,221000,35,65,44,20,1,2993,651157
2020,GM0603,Rijswijk,Gemeente,26905,26470,4,253000,49,51,34,17,1,3901,54450
2020,GM0606,Schiedam,Gemeente,37292,37562,6,195000,49,51,32,19,1,4417,78730
2020,GM0610,Sliedrecht,Gemeente,10898,10430,4,221000,57,43,35,8,2,1965,25220
2020,GM0613,Albrandswaard,Gemeente,10517,10508,3,311000,69,31,26,5,3,1180,25590
2020,GM0614,Westvoorne,Gemeente,6890,6668,5,363000,73,27,6,21,4,277,14731
2020,GM0622,Vlaardingen,Gemeente,35470,34717,5,202000,47,53,43,9,1,3114,73397
2020,GM0626,Voorschoten,Gemeente,11465,11225,4,363000,63,37,22,15,2,2297,25596
2020,GM0627,Waddinxveen,Gemeente,12332,12186,3,265000,63,37,28,9,2,1055,29291
2020,GM0629,Wassenaar,Gemeente,12222,11529,9,601000,56,43,26,17,3,515,26305
2020,GM0632,Woerden,Gemeente,22106,21873,3,309000,67,33,23,11,3,590,52299
2020,GM0637,Zoetermeer,Gemeente,56458,56027,3,242000,55,45,36,10,1,3637,125285
2020,GM0638,Zoeterwoude,Gemeente,3532,3479,3,349000,74,26,18,8,4,406,8605
2020,GM0642,Zwijndrecht,Gemeente,20537,20162,3,216000,57,43,37,6,2,2204,44737
2020,GM0654,Borsele,Gemeente,9821,9505,5,232000,74,26,21,5,5,161,22739
2020,GM0664,Goes,Gemeente,18553,17776,6,228000,59,40,29,11,3,411,38082
2020,GM0668,West Maas en Waal,Gemeente,8222,8303,4,277000,71,29,20,9,5,252,19324
2020,GM0677,Hulst,Gemeente,13587,12668,7,217000,73,26,19,7,4,137,27556
2020,GM0678,Kapelle,Gemeente,5403,5271,4,251000,76,24,14,9,4,342,12695
2020,GM0687,Middelburg,Gemeente,23683,23052,5,200000,61,39,28,11,2,1008,48822
2020,GM0703,Reimerswaal,Gemeente,9298,9060,6,211000,69,30,23,8,4,223,22730
2020,GM0715,Terneuzen,Gemeente,26966,25688,7,181000,68,30,19,11,4,217,54426
2020,GM0716,Tholen,Gemeente,10983,10503,5,203000,70,30,24,6,5,176,25757
2020,GM0717,Veere,Gemeente,10967,9450,16,296000,78,20,11,10,5,165,21880
2020,GM0718,Vlissingen,Gemeente,22907,22342,7,166000,56,44,30,14,2,1293,44360
2020,GM0736,De Ronde Venen,Gemeente,18517,19125,4,378000,66,34,24,10,4,445,44456
2020,GM0737,Tytsjerksteradiel,Gemeente,14044,13639,4,214000,72,28,19,9,5,215,32052
2020,GM0743,Asten,Gemeente,6899,7159,3,321000,71,29,22,7,4,238,16721
2020,GM0744,Baarle-Nassau,Gemeente,2875,3076,7,316000,70,28,12,17,5,90,6859
2020,GM0748,Bergen op Zoom,Gemeente,30884,30447,4,233000,59,41,31,10,2,844,67496
2020,GM0753,Best,Gemeente,12698,12839,3,308000,72,28,20,8,3,874,29988
2020,GM0755,Boekel,Gemeente,4248,4170,4,304000,75,25,16,9,4,313,10785
2020,GM0756,Boxmeer,Gemeente,12568,12515,3,256000,68,31,23,8,4,263,29365
2020,GM0757,Boxtel,Gemeente,13401,13607,4,284000,61,39,29,9,3,483,30801
2020,GM0758,Breda,Gemeente,84567,88351,3,292000,55,45,29,15,2,1464,184069
2020,GM0762,Deurne,Gemeente,13955,13764,3,297000,66,34,25,9,4,278,32471
2020,GM0765,Pekela,Gemeente,5774,5547,5,139000,63,37,28,8,4,249,12196
2020,GM0766,Dongen,Gemeente,11289,11164,3,266000,71,29,20,9,3,897,26222
2020,GM0770,Eersel,Gemeente,8402,8118,5,327000,73,27,17,9,4,234,19313
2020,GM0772,Eindhoven,Gemeente,112965,120980,4,265000,44,55,37,18,1,2674,234394
2020,GM0777,Etten-Leur,Gemeente,19093,18881,2,272000,64,36,28,8,2,793,43878
2020,GM0779,Geertruidenberg,Gemeente,9639,9385,3,243000,63,37,31,6,3,809,21544
2020,GM0784,Gilze en Rijen,Gemeente,11301,11200,3,271000,64,36,30,6,3,404,26431
2020,GM0785,Goirle,Gemeente,10363,10192,3,295000,71,29,24,5,3,556,23904
2020,GM0786,Grave,Gemeente,5465,5318,4,239000,68,31,21,9,4,457,12436
2020,GM0788,Haaren,Gemeente,5957,5912,3,343000,72,27,16,11,5,249,14370
2020,GM0794,Helmond,Gemeente,40788,41077,3,231000,54,46,37,9,2,1738,92423
2020,GM0796,'s-Hertogenbosch,Gemeente,72991,73408,4,298000,52,47,34,14,2,1410,155111
2020,GM0797,Heusden,Gemeente,19193,19095,3,293000,68,32,26,6,3,567,44692
2020,GM0798,Hilvarenbeek,Gemeente,6724,6540,4,335000,76,24,14,10,4,164,15518
2020,GM0809,Loon op Zand,Gemeente,10409,10127,4,271000,63,37,24,12,3,469,23408
2020,GM0815,Mill en Sint Hubert,Gemeente,4627,4561,3,279000,72,27,20,7,5,209,10939
2020,GM0820,"Nuenen, Gerwen en Nederwetten",Gemeente,10285,10144,3,351000,75,25,16,9,3,694,23383
2020,GM0823,Oirschot,Gemeente,7965,7714,5,344000,76,24,13,11,4,184,18714
2020,GM0824,Oisterwijk,Gemeente,11619,11257,5,354000,68,31,21,10,3,411,26245
2020,GM0826,Oosterhout,Gemeente,25158,25055,3,262000,60,39,33,7,2,783,55982
2020,GM0828,Oss,Gemeente,40325,40557,3,256000,63,37,28,9,3,563,91915
2020,GM0840,Rucphen,Gemeente,9822,9927,3,276000,66,34,29,5,4,355,22878
2020,GM0845,Sint-Michielsgestel,Gemeente,12183,11992,4,342000,75,24,16,8,4,500,29208
2020,GM0847,Someren,Gemeente,8113,8188,2,312000,72,28,21,7,4,241,19368
2020,GM0848,Son en Breugel,Gemeente,7192,7264,3,350000,74,25,16,9,4,667,17322
2020,GM0851,Steenbergen,Gemeente,10433,11255,4,238000,70,30,23,7,4,167,24416
2020,GM0852,Waterland,Gemeente,7319,7558,4,364000,69,31,26,5,4,334,17424
2020,GM0855,Tilburg,Gemeente,100418,108875,3,228000,50,49,33,17,1,1892,219789
2020,GM0856,Uden,Gemeente,19018,18724,3,282000,62,38,28,10,3,629,42119
2020,GM0858,Valkenswaard,Gemeente,14805,14493,4,283000,60,40,29,11,3,568,31193
2020,GM0861,Veldhoven,Gemeente,19913,20019,3,320000,68,32,24,8,2,1435,45466
2020,GM0865,Vught,Gemeente,11519,11272,4,388000,62,38,26,12,3,787,26558
2020,GM0866,Waalre,Gemeente,7765,7579,4,355000,75,25,16,9,4,780,17456
2020,GM0867,Waalwijk,Gemeente,21948,21824,4,253000,60,40,31,8,3,753,48637
2020,GM0873,Woensdrecht,Gemeente,9866,9622,5,261000,72,28,19,9,4,239,21876
2020,GM0879,Zundert,Gemeente,9472,9501,7,305000,75,25,13,12,4,181,21829
2020,GM0880,Wormerland,Gemeente,6971,7107,3,297000,64,36,30,6,3,422,16270
2020,GM0882,Landgraaf,Gemeente,18142,17697,3,184000,63,37,28,9,3,1523,37445
2020,GM0888,Beek,Gemeente,7488,7320,4,223000,70,30,21,9,4,754,15865
2020,GM0889,Beesel,Gemeente,5965,5895,2,220000,68,32,28,5,4,482,13482
2020,GM0893,Bergen (L.),Gemeente,5760,5650,4,247000,70,29,24,6,5,127,13085
2020,GM0899,Brunssum,Gemeente,14493,13580,7,161000,61,39,28,11,2,1613,27821
2020,GM0907,Gennep,Gemeente,7450,7231,4,255000,66,34,24,10,4,355,16921
2020,GM0917,Heerlen,Gemeente,45976,45247,5,150000,47,53,37,16,2,1938,87086
2020,GM0928,Kerkrade,Gemeente,23771,22967,5,153000,53,46,32,14,2,2088,45749
2020,GM0935,Maastricht,Gemeente,61833,68903,8,224000,39,60,36,24,2,2172,121575
2020,GM0938,Meerssen,Gemeente,8629,8493,4,266000,72,28,19,8,4,698,18828
2020,GM0944,Mook en Middelaar,Gemeente,3591,3545,4,310000,75,25,17,9,5,451,7847
2020,GM0946,Nederweert,Gemeente,7457,7308,4,295000,71,29,20,9,4,170,17019
2020,GM0957,Roermond,Gemeente,27649,28005,4,215000,55,45,31,14,2,958,58260
2020,GM0965,Simpelveld,Gemeente,5185,4939,7,194000,63,37,24,13,4,658,10555
2020,GM0971,Stein,Gemeente,11800,11606,4,222000,72,28,22,6,4,1186,25007
2020,GM0981,Vaals,Gemeente,5806,5488,9,168000,44,54,28,27,3,423,10105
2020,GM0983,Venlo,Gemeente,47412,47964,4,215000,59,41,28,13,2,819,101802
2020,GM0984,Venray,Gemeente,19137,19000,4,240000,64,36,26,10,3,267,43614
2020,GM0986,Voerendaal,Gemeente,5819,5605,5,253000,70,29,20,9,4,396,12475
2020,GM0988,Weert,Gemeente,22948,22729,4,256000,66,34,23,10,3,480,50105
2020,GM0994,Valkenburg aan de Geul,Gemeente,8309,7894,7,235000,60,39,18,21,4,446,16367
2020,GM0995,Lelystad,Gemeente,33385,34338,3,211000,64,36,28,8,3,341,78598
2020,GM1507,Horst aan de Maas,Gemeente,17839,18092,3,265000,76,24,15,9,4,225,42429
2020,GM1509,Oude IJsselstreek,Gemeente,17401,17079,3,224000,66,34,25,10,4,289,39388
2020,GM1525,Teylingen,Gemeente,16048,15871,4,347000,65,35,23,12,3,1319,37440
2020,GM1581,Utrechtse Heuvelrug,Gemeente,21821,21590,6,375000,64,36,24,12,4,376,49580
2020,GM1586,Oost Gelre,Gemeente,12910,12428,3,230000,74,26,15,10,4,270,29627
2020,GM1598,Koggenland,Gemeente,9473,9318,3,275000,78,22,6,16,5,283,22749
2020,GM1621,Lansingerland,Gemeente,24249,23841,3,355000,73,27,19,8,3,1168,62384
2020,GM1640,Leudal,Gemeente,15992,15765,4,250000,78,22,13,10,5,220,35879
2020,GM1641,Maasgouw,Gemeente,10856,10648,4,239000,75,25,17,9,5,524,23965
2020,GM1652,Gemert-Bakel,Gemeente,12635,13056,3,301000,68,32,22,10,4,252,30723
2020,GM1655,Halderberge,Gemeente,13399,13103,3,263000,65,35,30,5,4,407,30284
2020,GM1658,Heeze-Leende,Gemeente,6861,6791,4,361000,77,23,15,8,4,155,16152
2020,GM1659,Laarbeek,Gemeente,9531,9492,3,298000,69,31,24,7,4,407,22523
2020,GM1667,Reusel-De Mierden,Gemeente,5484,5491,4,307000,78,22,13,9,4,168,13112
2020,GM1669,Roerdalen,Gemeente,9477,9362,4,232000,74,26,17,9,5,233,20574
2020,GM1674,Roosendaal,Gemeente,35363,35293,4,228000,62,37,28,9,2,725,77251
2020,GM1676,Schouwen-Duiveland,Gemeente,16783,15518,11,261000,66,33,24,9,5,147,33839
2020,GM1680,Aa en Hunze,Gemeente,11179,11160,4,257000,75,25,20,6,5,92,25445
2020,GM1681,Borger-Odoorn,Gemeente,11374,11232,5,209000,74,26,20,6,5,93,25559
2020,GM1684,Cuijk,Gemeente,11193,11024,4,238000,63,37,27,10,4,491,25130
2020,GM1685,Landerd,Gemeente,6403,6400,4,331000,74,26,18,8,5,224,15730
2020,GM1690,De Wolden,Gemeente,10370,10201,4,279000,74,26,18,8,5,108,24330
2020,GM1695,Noord-Beveland,Gemeente,4460,3588,21,234000,69,24,14,10,5,86,7392
2020,GM1696,Wijdemeren,Gemeente,10691,10667,7,404000,69,31,19,11,4,512,24358
2020,GM1699,Noordenveld,Gemeente,14817,13911,7,254000,71,29,19,10,4,157,31253
2020,GM1700,Twenterand,Gemeente,13819,13184,5,234000,65,34,26,8,4,318,33743
